转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,123.496,1.25,144.096,20.6,102.4024,3.33,108.648,AAA,30.0,0.8186173853524983,110.0,115.5,True,条款解析,2027-06-21,True
113048,晶科转债,115.469,0.24,158.44899999999998,42.98,80.7606,4.47,110.8664,AA,30.0,0.6570841889117043,112.0,117.60000000000001,False,条款解析,2027-04-23,True
123114,三角转债,126.836,1.0,164.596,37.76,92.067,22.69,113.4811,AA-,9.043727,0.7446954140999316,113.4811,119.15515500000001,True,纯债价值回退,2027-05-25,True
127034,绿茵转债,121.736,1.76,165.996,44.26,84.3889,11.21,111.6437,AA-,7.12,0.676249144421629,113.0,118.65,True,条款解析,2027-04-30,True
113070,渝水转债,126.834,0.0,171.084,44.25,87.9237,4.72,103.3963,AAA,19.0,4.372347707049966,110.9,116.44500000000001,True,条款解析,2031-01-09,True
113054,绿动转债,122.34,0.36,172.79000000000002,50.45,81.3149,8.67,108.2358,AA+,23.6,1.5003422313483916,109.0,114.45,True,条款解析,2028-02-25,True
123119,康泰转2,123.87,0.5,173.95,50.08,82.5366,15.69,110.4674,AA,20.0,0.8843258042436687,110.4674,115.99077,True,纯债价值回退,2027-07-15,True
110087,天业转债,124.637,0.6,174.417,49.78,83.2143,5.6,106.6504,AA+,30.0,1.8261464750171115,108.0,113.4,True,条款解析,2028-06-23,True
127046,百润转债,128.5,0.43,174.44,45.94,88.0472,20.33,109.9173,AA,11.28,1.0924024640657084,110.0,115.5,True,条款解析,2027-09-29,True
113067,燃23转债,128.828,0.25,176.40800000000002,47.58,87.2928,7.24,104.9774,AAA,30.0,2.91854893908282,108.8,114.24,True,条款解析,2029-07-27,True
110093,神马转债,124.207,1.08,182.507,58.3,78.4653,8.08,105.682,AAA,30.0,2.5544147843942504,108.8,114.24,True,条款解析,2029-03-16,True
123133,佩蒂转债,129.0,0.05,182.57,53.57,84.0,15.0,114.1735,AA-,7.2,1.322381930184805,115.0,120.75,True,条款解析,2027-12-22,True
127054,双箭转债,126.029,0.98,183.22899999999998,57.2,80.1724,6.96,111.1827,AA,5.1364,1.462012320328542,112.0,117.60000000000001,True,条款解析,2028-02-11,True
127108,太能转债,124.721,0.64,186.161,61.44,77.2563,5.54,107.8995,AA+,29.5,4.58590006844627,107.8995,113.294475,True,纯债价值回退,2031-03-28,True
110095,双良转债,117.773,0.84,188.223,70.45,69.0939,6.18,106.3249,AA-,26.0,2.951403148528405,111.8,117.39,True,条款解析,2029-08-08,True
110086,精工转债,124.68,0.96,191.28,66.6,74.8359,4.57,110.8066,AA,20.0,1.6563997262149213,110.8066,116.34693000000001,True,纯债价值回退,2028-04-22,True
110100,龙建转债,122.749,0.94,191.939,69.19,72.549,4.59,102.3059,AA,10.0,5.4072553045859,113.4,119.07000000000001,True,条款解析,2032-01-22,True
113652,伟22转债,127.361,0.63,192.041,64.68,77.3396,19.02,108.3779,AA,14.77,1.9055441478439425,110.0,115.5,True,条款解析,2028-07-22,True
123216,科顺转债,124.332,1.11,193.432,69.1,73.525,6.61,111.0473,AA-,21.98,2.940451745379877,116.8,122.64,True,条款解析,2029-08-04,True
127102,浙建转债,122.147,0.93,194.67700000000002,72.53,70.7965,10.17,105.8501,AA+,10.0,3.3319644079397674,111.3,116.865,True,条款解析,2029-12-25,True
113674,华设转债,128.898,0.83,197.608,68.71,76.4029,6.95,109.8056,AA,4.0,2.9021218343600275,113.8,119.49000000000001,True,条款解析,2029-07-21,True
113682,益丰转债,128.697,0.68,198.707,70.01,75.6997,31.44,107.5755,AA,17.97432,3.5208761122518824,113.3,118.965,True,条款解析,2030-03-04,True
127069,小熊转债,129.296,0.72,199.986,70.69,75.7493,43.71,113.1265,AA-,5.36,1.9630390143737166,113.1265,118.782825,True,纯债价值回退,2028-08-12,True
113627,太平转债,115.704,0.45,204.814,89.11,61.1839,20.61,108.4948,AA,8.0,0.8843258042436687,110.0,115.5,True,条款解析,2027-07-15,True
