转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,120.201,0.76,135.541,15.34,104.2169,3.32,108.7374,AAA,30.0,0.7611225188227242,110.0,115.5,True,条款解析,2027-06-21,True
113048,晶科转债,114.1,-0.47,156.17,42.07,80.3132,4.47,110.9731,AA,30.0,0.5995893223819302,112.0,117.60000000000001,False,条款解析,2027-04-23,True
113054,绿动转债,125.028,-0.62,157.21800000000002,32.19,94.579,8.67,108.3665,AA+,23.6,1.4428473648186173,109.0,114.45,True,条款解析,2028-02-25,True
123114,三角转债,124.1,-1.24,158.51,34.41,92.3314,22.69,113.637,AA-,9.043727,0.6872005475701575,113.637,119.31885000000001,True,纯债价值回退,2027-05-25,True
111017,蓝天转债,129.96,-0.71,160.31,30.35,99.7024,6.72,107.9092,AA,8.7,2.9130732375085557,111.8,117.39,True,条款解析,2029-08-15,True
127050,麒麟转债,121.001,-1.08,161.921,40.92,85.866,15.07,109.8288,AA,21.989391,1.1526351813826146,110.0,115.5,True,条款解析,2027-11-11,True
123150,九强转债,129.669,-1.0,162.11900000000003,32.45,97.9039,11.45,108.6127,AA-,11.39,1.787816563997262,110.0,115.5,True,条款解析,2028-06-30,True
113640,苏利转债,128.631,-1.05,162.961,34.33,95.7565,10.84,114.0524,AA-,9.57211,1.4182067077344285,114.0524,119.75502000000002,True,纯债价值回退,2028-02-16,True
127046,百润转债,122.848,-0.64,166.378,43.53,85.5878,20.33,110.0385,AA,11.28,1.0349075975359343,110.0,115.5,True,条款解析,2027-09-29,True
123133,佩蒂转债,126.877,-1.33,167.017,40.14,90.5333,15.0,114.4069,AA-,7.2,1.264887063655031,115.0,120.75,True,条款解析,2027-12-22,True
113067,燃23转债,126.5,-0.36,168.49,41.99,89.0884,7.24,105.0933,AAA,30.0,2.861054072553046,108.8,114.24,True,条款解析,2029-07-27,True
113070,渝水转债,125.08,-0.08,170.85,45.77,85.8051,4.72,103.573,AAA,19.0,4.314852840520191,110.9,116.44500000000001,True,条款解析,2031-01-09,True
127034,绿茵转债,120.65,-0.29,172.10000000000002,51.45,79.661,11.21,111.8002,AA-,7.12,0.6187542778918549,113.0,118.65,True,条款解析,2027-04-30,True
110087,天业转债,122.47,-0.51,172.21,49.74,81.7857,5.6,106.7951,AA+,30.0,1.7686516084873374,108.0,113.4,True,条款解析,2028-06-23,True
110093,神马转债,120.6,-0.28,176.26,55.66,77.4752,8.08,105.7802,AAA,30.0,2.4969199178644765,108.8,114.24,True,条款解析,2029-03-16,True
123172,漱玉转债,124.979,-0.57,178.099,53.12,81.6231,14.91,111.541,AA-,8.0,2.2477754962354553,115.0,120.75,True,条款解析,2028-12-15,True
113649,丰山转债,127.339,-1.59,178.969,51.63,83.9824,13.61,113.1712,AA-,5.0,1.7796030116358659,115.0,120.75,True,条款解析,2028-06-27,True
127054,双箭转债,122.086,-0.79,180.026,57.94,77.2989,6.96,111.3263,AA,5.1364,1.404517453798768,112.0,117.60000000000001,True,条款解析,2028-02-11,True
127108,太能转债,123.4,-0.2,180.56,57.16,78.5199,5.54,108.1191,AA+,29.5,4.528405201916495,108.1191,113.52505500000001,True,纯债价值回退,2031-03-28,True
110100,龙建转债,117.465,-0.48,183.875,66.41,70.5882,4.59,102.7549,AA,10.0,5.349760438056126,113.4,119.07000000000001,False,条款解析,2032-01-22,True
123119,康泰转2,121.1,0.02,184.06,62.96,74.3149,15.69,110.5732,AA,20.0,0.8268309377138946,110.5732,116.10186,True,纯债价值回退,2027-07-15,True
123183,海顺转债,125.048,-0.58,184.338,59.29,78.5039,11.63,112.6852,AA-,6.33,2.516084873374401,117.0,122.85000000000001,True,条款解析,2029-03-23,True
127059,永东转2,127.535,-0.99,184.965,57.43,81.0111,8.11,113.7121,AA-,3.8,1.5605749486652978,113.7121,119.39770500000002,True,纯债价值回退,2028-04-08,True
110095,双良转债,114.426,-0.99,186.906,72.48,66.343,6.18,106.6395,AA-,26.0,2.8939082819986313,111.8,117.39,False,条款解析,2029-08-08,True
113652,伟22转债,122.093,-0.2,188.803,66.71,73.2387,19.02,108.5331,AA,14.77,1.8480492813141685,110.0,115.5,True,条款解析,2028-07-22,True
127102,浙建转债,119.083,-0.52,189.413,70.33,69.9115,10.17,106.0033,AA+,10.0,3.274469541409993,111.3,116.865,True,条款解析,2029-12-25,True
110086,精工转债,120.678,-0.48,193.018,72.34,70.0219,4.57,110.9568,AA,20.0,1.5989048596851472,110.9568,116.50464000000001,True,纯债价值回退,2028-04-22,True
110090,爱迪转债,125.625,-0.67,196.20499999999998,70.58,73.6443,17.15,109.2057,AA,15.7,2.020533880903491,109.2057,114.66598499999999,True,纯债价值回退,2028-09-23,True
113674,华设转债,126.671,-0.75,196.95100000000002,70.28,74.3885,6.95,109.956,AA,4.0,2.844626967830253,113.8,119.49000000000001,True,条款解析,2029-07-21,True
113682,益丰转债,124.515,-0.39,197.195,72.68,72.1056,31.44,107.7386,AA,17.97432,3.463381245722108,113.3,118.965,True,条款解析,2030-03-04,True
111018,华康转债,123.824,-1.58,197.434,73.61,71.3212,15.97,111.1808,AA-,13.03023,3.274469541409993,118.5,124.42500000000001,False,条款解析,2029-12-25,True
127069,小熊转债,124.693,-0.72,197.94299999999998,73.25,71.9744,43.71,113.3461,AA-,5.36,1.9055441478439425,113.3461,119.013405,True,纯债价值回退,2028-08-12,True
113647,禾丰转债,117.193,-0.19,199.393,82.2,64.3211,10.09,110.9568,AA,15.0,1.5989048596851472,112.0,117.60000000000001,False,条款解析,2028-04-22,True
123216,科顺转债,121.05,-0.43,200.05,79.0,67.6248,6.61,111.3748,AA-,21.98,2.8829568788501025,116.8,122.64,False,条款解析,2029-08-04,True
123253,永贵转债,129.3,-1.11,200.60000000000002,71.3,75.481,18.19,106.2419,AA-,9.8,4.487337440109514,117.2,123.06,True,条款解析,2031-03-13,True
113692,保隆转债,126.907,-1.23,200.737,73.83,73.0082,39.16,105.4136,AA,13.9,4.123203285420945,113.1,118.755,True,条款解析,2030-10-31,True
113627,太平转债,111.199,-0.48,204.769,93.57,57.4478,20.61,108.5987,AA,8.0,0.8268309377138946,110.0,115.5,False,条款解析,2027-07-15,True
113648,巨星转债,116.5,-0.28,207.76999999999998,91.27,60.9098,24.84,108.9932,AA-,10.0,1.6071184120465434,110.0,115.5,True,条款解析,2028-04-25,True
123193,海能转债,124.657,-0.68,210.80700000000002,86.15,66.9655,14.5,112.5142,AA-,6.0,2.5735797399041753,117.0,122.85000000000001,True,条款解析,2029-04-13,True
123168,惠云转债,125.802,-0.88,212.93200000000002,87.13,67.2253,10.74,113.8155,AA-,4.9,2.187542778918549,113.8155,119.506275,True,纯债价值回退,2028-11-23,True
127044,蒙娜转债,116.26,-0.63,219.38,103.12,57.2368,19.76,110.213,AA-,11.6893,0.9144421629021219,110.213,115.72364999999999,True,纯债价值回退,2027-08-16,True
127068,顺博转债,118.8,-1.16,220.84,102.04,58.8,10.0,106.1044,AA-,8.3,1.9055441478439425,106.1044,111.40962,True,纯债价值回退,2028-08-12,True
113679,芯能转债,125.938,0.09,221.788,95.85,64.3028,12.55,111.8649,AA-,8.8,3.1101984941820673,118.5,124.42500000000001,True,条款解析,2029-10-26,True
127085,韵达转债,118.358,-1.01,222.64800000000002,104.29,57.9358,11.53,106.7927,AA+,24.5,2.568104038329911,109.8,115.29,True,条款解析,2029-04-11,True
113634,珀莱转债,120.952,-0.48,223.402,102.45,59.7433,94.27,114.6003,AA,7.51713,1.2265571526351813,115.0,120.75,True,条款解析,2027-12-08,True
123113,仙乐转债,114.424,-0.13,224.394,109.97,54.4967,31.69,111.8612,AA-,10.248929,0.5886379192334018,113.0,118.65,False,条款解析,2027-04-19,True
113655,欧22转债,118.184,-0.62,225.204,107.02,57.0872,51.29,110.3993,AA,20.0,1.8863791923340179,110.3993,115.919265,True,纯债价值回退,2028-08-05,True
113671,武进转债,125.112,-0.69,227.552,102.44,61.802,7.88,108.112,AA,3.1,2.8145106091718,108.112,113.5176,True,纯债价值回退,2029-07-10,True
113666,爱玛转债,120.882,-0.36,229.832,108.95,57.8521,37.06,108.8727,AA,20.0,2.439425051334702,111.8,117.39,True,条款解析,2029-02-23,True
123264,双乐转债,121.35,-0.19,230.1,108.75,58.1319,36.4,100.1636,AA-,8.0,5.27583846680356,113.5,119.17500000000001,True,条款解析,2031-12-26,True
113638,台21转债,122.646,0.18,233.32600000000002,110.68,58.2136,16.01,111.5513,AA,6.0,1.2840520191649556,112.0,117.60000000000001,True,条款解析,2027-12-29,True
123192,科思转债,123.549,-0.15,233.959,110.41,58.7182,17.32,112.5142,AA-,7.249178,2.5735797399041753,117.0,122.85000000000001,True,条款解析,2029-04-13,True
111009,盛泰转债,120.892,-0.48,241.482,120.59,54.8049,10.51,109.4595,AA,7.0118,2.1437371663244353,111.8,117.39,True,条款解析,2028-11-07,True
113700,海天转债,127.974,-0.99,247.334,119.36,58.34,12.41,102.6408,AA,8.01,5.388090349075975,113.4,119.07000000000001,True,条款解析,2032-02-05,True
127062,垒知转债,122.046,-0.75,247.63600000000002,125.59,54.1005,7.56,113.6256,AA-,3.963,1.596167008898015,113.6256,119.30688,True,纯债价值回退,2028-04-21,True
113693,志邦转债,120.211,-0.47,251.291,131.08,52.0216,11.13,105.4803,AA,6.7,4.501026694045175,113.8,119.49000000000001,True,条款解析,2031-03-18,True
111014,李子转债,120.345,-0.31,267.975,147.63,48.5997,18.21,110.1331,AA,6.0,2.759753593429158,113.8,119.49000000000001,True,条款解析,2029-06-20,True
118068,迪威转债,126.184,-0.32,270.504,144.32,51.6467,32.49,97.4746,AA-,9.07705,5.716632443531828,113.5,119.17500000000001,True,条款解析,2032-06-04,True
118042,奥维转债,122.893,-0.29,276.21299999999997,153.32,48.5124,83.69,111.5166,AA-,11.4,2.8993839835728954,117.0,122.85000000000001,True,条款解析,2029-08-10,True
123117,健帆转债,109.561,-0.05,290.841,181.28,38.9515,38.15,108.7028,AA,10.0,0.7665982203969883,108.7028,114.13794,False,纯债价值回退,2027-06-23,True
113650,博22转债,120.814,-0.24,291.654,170.84,44.6068,23.27,113.1437,AA-,8.0,1.7905544147843941,115.0,120.75,True,条款解析,2028-07-01,True
118066,统联转债,125.986,-0.78,299.676,173.69,46.0329,55.96,99.104,AA-,5.76,5.45927446954141,113.5,119.17500000000001,True,条款解析,2032-03-02,True
123180,浙矿转债,128.653,-0.65,314.09299999999996,185.44,45.0725,47.59,112.7981,AA-,3.2,2.4777549623545516,117.0,122.85000000000001,True,条款解析,2029-03-09,True
113670,金23转债,121.155,-0.43,323.765,202.61,40.0373,37.54,113.3685,AA,7.7,2.5845311430527036,116.8,122.64,False,条款解析,2029-04-17,True
113660,寿22转债,122.597,0.2,343.367,220.77,38.2193,36.84,110.7889,AA-,3.98,2.1711156741957565,114.0,119.7,True,条款解析,2028-11-17,True
118032,建龙转债,122.999,-0.63,375.749,252.75,34.8691,71.41,112.8061,AA-,7.0,2.4750171115674195,117.0,122.85000000000001,True,条款解析,2029-03-08,True
118005,天奈转债,119.781,-0.21,378.071,258.29,33.431,99.01,109.1038,AA-,8.3,1.3634496919917864,110.0,115.5,True,条款解析,2028-01-27,True
113633,科沃转债,111.213,0.08,392.283,281.07,29.1843,172.97,109.7353,AA,10.4,1.2046543463381245,110.0,115.5,False,条款解析,2027-11-30,True
123179,立高转债,120.718,-0.48,480.648,359.93,26.2468,94.64,113.1061,AA-,9.5,2.4722792607802875,113.1061,118.761405,True,纯债价值回退,2029-03-07,True
