转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,118.858,-0.76,133.918,15.06,103.3033,3.33,108.7146,AAA,30.0,0.7748117727583846,110.0,115.5,True,条款解析,2027-06-21,True
123114,三角转债,126.398,-0.87,153.748,27.35,99.2508,22.69,113.6087,AA-,9.043727,0.7008898015058179,113.6087,119.289135,True,纯债价值回退,2027-05-25,True
123149,通裕转债,129.35,0.25,154.54,25.19,103.321,2.71,110.5892,AA,14.8472,1.7741273100616017,112.0,117.60000000000001,True,条款解析,2028-06-20,True
113048,晶科转债,113.811,-0.1,156.711,42.9,79.6421,4.47,110.9507,AA,30.0,0.6132785763175906,112.0,117.60000000000001,False,条款解析,2027-04-23,True
127050,麒麟转债,122.644,-1.92,157.16400000000002,34.52,91.1745,15.07,109.7684,AA,21.989391,1.1663244353182751,110.0,115.5,True,条款解析,2027-11-11,True
113054,绿动转债,125.597,-0.55,158.067,32.47,94.8097,8.67,108.3171,AA+,23.6,1.4565366187542779,109.0,114.45,True,条款解析,2028-02-25,True
123150,九强转债,129.843,-1.15,159.803,29.96,99.9127,11.45,108.5402,AA-,11.39,1.8015058179329226,110.0,115.5,True,条款解析,2028-06-30,True
127034,绿茵转债,119.199,-0.34,161.049,41.85,84.0321,11.21,111.7737,AA-,7.12,0.6324435318275154,113.0,118.65,True,条款解析,2027-04-30,True
123133,佩蒂转债,128.426,-0.84,161.096,32.67,96.8,15.0,114.2925,AA-,7.2,1.2785763175906912,115.0,120.75,True,条款解析,2027-12-22,True
110087,天业转债,123.165,-1.0,162.22500000000002,39.06,88.5714,5.6,106.749,AA+,30.0,1.782340862422998,108.0,113.4,True,条款解析,2028-06-23,True
113070,渝水转债,124.865,0.01,166.885,42.02,87.9237,4.72,103.5644,AAA,19.0,4.328542094455853,110.9,116.44500000000001,True,条款解析,2031-01-09,True
127046,百润转债,124.75,-1.15,167.31,42.56,87.5061,20.33,109.9879,AA,11.28,1.0485968514715949,110.0,115.5,True,条款解析,2027-09-29,True
113067,燃23转债,126.86,-0.15,168.16,41.3,89.779,7.24,105.0816,AAA,30.0,2.8747433264887063,108.8,114.24,True,条款解析,2029-07-27,True
113659,莱克转债,129.399,-1.07,168.209,38.81,93.2219,31.72,109.5433,AA,12.0,2.0917180013689256,111.8,117.39,True,条款解析,2028-10-14,True
