转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,122.411,-1.71,143.371,20.96,101.2012,3.33,108.6302,AAA,30.0,0.8350444900752909,110.0,115.5,True,条款解析,2027-06-21,True
113048,晶科转债,115.268,-2.06,159.598,44.33,79.8658,4.47,110.8448,AA,30.0,0.6735112936344969,112.0,117.60000000000001,False,条款解析,2027-04-23,True
127034,绿茵转债,123.768,-2.55,163.348,39.58,88.6708,11.21,111.6178,AA-,7.12,0.6926762491444216,113.0,118.65,True,条款解析,2027-04-30,True
123114,三角转债,126.789,-2.85,166.309,39.52,90.877,22.69,113.4548,AA-,9.043727,0.7611225188227242,113.4548,119.12754000000001,True,纯债价值回退,2027-05-25,True
113070,渝水转债,126.976,0.37,172.796,45.82,87.0763,4.72,103.4341,AAA,19.0,4.388774811772758,110.9,116.44500000000001,True,条款解析,2031-01-09,True
113054,绿动转债,122.376,-0.6,173.946,51.57,80.7382,8.67,108.1985,AA+,23.6,1.516769336071184,109.0,114.45,True,条款解析,2028-02-25,True
127046,百润转债,129.938,-0.71,174.44799999999998,44.51,89.9164,20.33,109.8979,AA,11.28,1.108829568788501,110.0,115.5,True,条款解析,2027-09-29,True
113067,燃23转债,128.411,-0.61,174.821,46.41,87.7072,7.24,104.9895,AAA,30.0,2.9349760438056127,108.8,114.24,True,条款解析,2029-07-27,True
110087,天业转债,125.047,0.03,177.947,52.9,81.7857,5.6,106.6194,AA+,30.0,1.842573579739904,108.0,113.4,True,条款解析,2028-06-23,True
123133,佩蒂转债,129.186,-1.03,179.866,50.68,85.7333,15.0,114.1413,AA-,7.2,1.3388090349075976,115.0,120.75,True,条款解析,2027-12-22,True
110093,神马转债,122.691,-0.98,183.361,60.67,76.3614,8.08,105.6246,AAA,30.0,2.5708418891170433,108.8,114.24,True,条款解析,2029-03-16,True
123183,海顺转债,129.867,-1.18,183.66699999999997,53.8,84.4368,11.63,112.3005,AA-,6.33,2.5900068446269677,117.0,122.85000000000001,True,条款解析,2029-03-23,True
113659,莱克转债,129.229,-0.75,184.37900000000002,55.15,83.2913,31.72,109.341,AA,12.0,2.1519507186858315,111.8,117.39,True,条款解析,2028-10-14,True
127054,双箭转债,124.798,-0.56,185.948,61.15,77.4425,6.96,111.1507,AA,5.1364,1.4784394250513346,112.0,117.60000000000001,True,条款解析,2028-02-11,True
