转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,119.766,-0.26,136.726,16.96,102.4024,3.33,108.7129,AAA,30.0,0.7775496235455168,110.0,115.5,True,条款解析,2027-06-21,True
123149,通裕转债,129.029,-0.27,154.809,25.78,102.583,2.71,110.5741,AA,14.8472,1.7768651608487338,112.0,117.60000000000001,True,条款解析,2028-06-20,True
123114,三角转债,127.509,-0.47,154.959,27.45,100.0441,22.69,113.6051,AA-,9.043727,0.70362765229295,113.6051,119.285355,True,纯债价值回退,2027-05-25,True
113048,晶科转债,113.926,-0.47,155.386,41.46,80.5369,4.47,110.9469,AA,30.0,0.6160164271047228,112.0,117.60000000000001,False,条款解析,2027-04-23,True
113054,绿动转债,126.29,0.01,158.37,32.08,95.6171,8.67,108.2964,AA+,23.6,1.45927446954141,109.0,114.45,True,条款解析,2028-02-25,True
110087,天业转债,124.411,-0.05,159.691,35.28,91.9643,5.6,106.7347,AA+,30.0,1.78507871321013,108.0,113.4,True,条款解析,2028-06-23,True
127050,麒麟转债,125.046,-1.25,159.846,34.8,92.7671,15.07,109.7503,AA,21.989391,1.1690622861054072,110.0,115.5,True,条款解析,2027-11-11,True
127034,绿茵转债,119.6,-0.33,159.99,40.39,85.1918,11.21,111.7693,AA-,7.12,0.6351813826146475,113.0,118.65,True,条款解析,2027-04-30,True
123133,佩蒂转债,129.513,-0.15,163.21300000000002,33.7,96.8667,15.0,114.27,AA-,7.2,1.2813141683778233,115.0,120.75,True,条款解析,2027-12-22,True
113067,燃23转债,127.052,-0.38,166.632,39.58,91.0221,7.24,105.0884,AAA,30.0,2.8774811772758384,108.8,114.24,True,条款解析,2029-07-27,True
113070,渝水转债,124.858,-0.39,167.548,42.69,87.5,4.72,103.5547,AAA,19.0,4.331279945242985,110.9,116.44500000000001,True,条款解析,2031-01-09,True
127046,百润转债,126.2,-1.03,167.71,41.51,89.1786,20.33,109.9739,AA,11.28,1.051334702258727,110.0,115.5,True,条款解析,2027-09-29,True
110093,神马转债,122.245,-0.49,171.455,49.21,81.9307,8.08,105.7555,AAA,30.0,2.513347022587269,108.8,114.24,True,条款解析,2029-03-16,True
123172,漱玉转债,126.85,-1.51,173.69,46.84,86.385,14.91,111.4754,AA-,8.0,2.2642026009582477,115.0,120.75,True,条款解析,2028-12-15,True
127054,双箭转债,123.55,-0.84,174.41,50.86,81.8966,6.96,111.2355,AA,5.1364,1.4209445585215605,112.0,117.60000000000001,True,条款解析,2028-02-11,True
111018,华康转债,127.487,0.41,175.237,47.75,86.2868,15.97,111.0619,AA-,13.03023,3.2908966461327855,118.5,124.42500000000001,True,条款解析,2029-12-25,True
123119,康泰转2,122.1,-0.57,175.48,53.38,79.6048,15.69,110.5404,AA,20.0,0.8432580424366872,110.5404,116.06742000000001,True,纯债价值回退,2027-07-15,True
123183,海顺转债,126.3,-1.36,176.03,49.73,84.3508,11.63,112.605,AA-,6.33,2.532511978097194,117.0,122.85000000000001,True,条款解析,2029-03-23,True
110100,龙建转债,118.096,-0.83,176.596,58.5,74.5098,4.59,102.6853,AA,10.0,5.366187542778919,113.4,119.07000000000001,False,条款解析,2032-01-22,True
127059,永东转2,129.65,-0.27,179.01,49.36,86.8064,8.11,113.5855,AA-,3.8,1.5770020533880904,113.5855,119.264775,True,纯债价值回退,2028-04-08,True
127108,太能转债,123.176,-0.56,179.326,56.15,78.8809,5.54,108.06,AA+,29.5,4.544832306639288,108.06,113.46300000000001,True,纯债价值回退,2031-03-28,True
110095,双良转债,116.047,-0.63,180.917,64.87,70.3883,6.18,106.536,AA-,26.0,2.9103353867214237,111.8,117.39,False,条款解析,2029-08-08,True
127102,浙建转债,120.2,-0.78,183.41,63.21,73.648,10.17,105.9396,AA+,10.0,3.2908966461327855,111.3,116.865,True,条款解析,2029-12-25,True
110086,精工转债,121.426,-0.55,186.57600000000002,65.15,73.523,4.57,110.874,AA,20.0,1.6153319644079398,110.874,116.4177,True,纯债价值回退,2028-04-22,True
113652,伟22转债,122.7,-0.44,186.93,64.23,74.7108,19.02,108.4698,AA,14.77,1.864476386036961,110.0,115.5,True,条款解析,2028-07-22,True
123216,科顺转债,121.58,-1.46,187.97,66.39,73.0711,6.61,111.2671,AA-,21.98,2.8993839835728954,116.8,122.64,False,条款解析,2029-08-04,True
113647,禾丰转债,118.344,-0.85,189.17399999999998,70.83,69.2765,10.09,110.874,AA,15.0,1.6153319644079398,112.0,117.60000000000001,True,条款解析,2028-04-22,True
113674,华设转债,127.664,0.06,191.974,64.31,77.6978,6.95,109.9188,AA,4.0,2.861054072553046,113.8,119.49000000000001,True,条款解析,2029-07-21,True
110090,爱迪转债,127.908,-1.4,192.46800000000002,64.56,77.7259,17.15,109.1488,AA,15.7,2.0369609856262834,109.1488,114.60624,True,纯债价值回退,2028-09-23,True
113682,益丰转债,123.359,-0.52,193.389,70.03,72.5509,31.44,107.684,AA,17.97432,3.479808350444901,113.3,118.965,True,条款解析,2030-03-04,True
113627,太平转债,112.237,-0.64,194.09699999999998,81.86,61.7176,20.61,108.5665,AA,8.0,0.8432580424366872,110.0,115.5,False,条款解析,2027-07-15,True
127069,小熊转债,126.175,-0.6,195.60500000000002,69.43,74.4681,43.71,113.2705,AA-,5.36,1.9219712525667352,113.2705,118.934025,True,纯债价值回退,2028-08-12,True
113648,巨星转债,117.398,-0.79,196.968,79.57,65.3784,24.84,108.8778,AA-,10.0,1.623545516769336,110.0,115.5,True,条款解析,2028-04-25,True
113692,保隆转债,128.592,-0.38,198.372,69.78,75.7406,39.16,105.2994,AA,13.9,4.139630390143737,113.1,118.755,True,条款解析,2030-10-31,True
123193,海能转债,124.944,-0.99,202.914,77.97,70.2069,14.5,112.4298,AA-,6.0,2.5900068446269677,117.0,122.85000000000001,True,条款解析,2029-04-13,True
123168,惠云转债,127.31,-0.69,203.96,76.65,72.067,10.74,113.7498,AA-,4.9,2.2039698836413417,113.7498,119.43729,True,纯债价值回退,2028-11-23,True
123113,仙乐转债,114.164,-0.23,211.214,97.05,57.9363,31.69,111.8303,AA-,10.248929,0.6050650239561944,113.0,118.65,False,条款解析,2027-04-19,True
127068,顺博转债,121.098,-0.82,213.00799999999998,91.91,63.1,10.0,106.0336,AA-,8.3,1.9219712525667352,106.0336,111.33528000000001,True,纯债价值回退,2028-08-12,True
113634,珀莱转债,122.589,-0.84,214.239,91.65,63.9652,94.27,114.5122,AA,7.51713,1.242984257357974,115.0,120.75,True,条款解析,2027-12-08,True
113671,武进转债,126.094,-0.81,216.074,89.98,66.3706,7.88,108.0744,AA,3.1,2.830937713894593,108.0744,113.47812,True,纯债价值回退,2029-07-10,True
127085,韵达转债,118.05,-1.34,216.75,98.7,59.4102,11.53,106.7333,AA+,24.5,2.5845311430527036,109.8,115.29,True,条款解析,2029-04-11,True
113655,欧22转债,119.046,-0.25,217.226,98.18,60.0702,51.29,110.3372,AA,20.0,1.9028062970568105,110.3372,115.85406,True,纯债价值回退,2028-08-05,True
123264,双乐转债,121.459,-0.67,217.519,96.06,61.9505,36.4,99.9923,AA-,8.0,5.292265571526352,113.5,119.17500000000001,True,条款解析,2031-12-26,True
111009,盛泰转债,119.863,-0.69,218.253,98.39,60.4186,10.51,109.4045,AA,7.0118,2.1601642710472277,111.8,117.39,True,条款解析,2028-11-07,True
113666,爱玛转债,119.315,-0.38,221.965,102.65,58.8775,37.06,108.8237,AA,20.0,2.455852156057495,111.8,117.39,True,条款解析,2029-02-23,True
123192,科思转债,122.805,-0.7,222.705,99.9,61.4319,17.32,112.4298,AA-,7.249178,2.5900068446269677,117.0,122.85000000000001,False,条款解析,2029-04-13,True
113679,芯能转债,122.75,-0.7,224.92000000000002,102.17,60.7171,12.55,111.7491,AA-,8.8,3.1266255989048597,118.5,124.42500000000001,False,条款解析,2029-10-26,True
127044,蒙娜转债,114.68,-0.47,225.48000000000002,110.8,54.4028,19.76,110.1498,AA-,11.6893,0.9308692676249144,110.1498,115.65729,False,纯债价值回退,2027-08-16,True
113638,台21转债,122.28,-0.95,229.44,107.16,59.0256,16.01,111.4621,AA,6.0,1.3004791238877482,112.0,117.60000000000001,True,条款解析,2027-12-29,True
123262,神宇转债,128.27,-0.4,233.82,105.55,62.4029,38.62,100.2178,AA-,5.0,5.25119780971937,100.2178,105.22869,True,纯债价值回退,2031-12-11,True
113693,志邦转债,120.699,-0.5,234.269,113.57,56.5139,11.13,105.3817,AA,6.7,4.517453798767967,113.8,119.49000000000001,True,条款解析,2031-03-18,True
127062,垒知转债,122.868,-1.04,239.38799999999998,116.52,56.746,7.56,113.5035,AA-,3.963,1.6125941136208077,113.5035,119.17867500000001,True,纯债价值回退,2028-04-21,True
