转债代码,转债名称,转债价格,转债涨跌%,双低值,转股溢价率%,转股价值,正股价,纯债价值,评级,发行规模(亿),剩余年限,剩余本息锚,买入上限,价格超买入上限,锚来源,到期日,存续
113051,节能转债,123.041,-1.08,143.901,20.86,101.8018,3.33,108.6571,AAA,30.0,0.810403832991102,110.0,115.5,True,条款解析,2027-06-21,True
113048,晶科转债,115.788,-0.48,155.298,39.51,82.9978,4.47,110.879,AA,30.0,0.648870636550308,112.0,117.60000000000001,False,条款解析,2027-04-23,True
123114,三角转债,128.836,0.77,159.39600000000002,30.56,98.6778,22.69,113.4939,AA-,9.043727,0.7364818617385352,113.4939,119.168595,True,纯债价值回退,2027-05-25,True
127034,绿茵转债,122.2,-0.41,166.24,44.04,84.835,11.21,111.6576,AA-,7.12,0.6680355920602327,113.0,118.65,True,条款解析,2027-04-30,True
110087,天业转债,125.901,0.16,169.791,43.89,87.5,5.6,106.642,AA+,30.0,1.8179329226557153,108.0,113.4,True,条款解析,2028-06-23,True
113070,渝水转债,126.594,-0.37,170.23399999999998,43.64,88.1356,4.72,103.3516,AAA,19.0,4.3641341546885695,110.9,116.44500000000001,True,条款解析,2031-01-09,True
113054,绿动转债,122.917,-0.01,173.017,50.1,81.8916,8.67,108.215,AA+,23.6,1.4921286789869952,109.0,114.45,True,条款解析,2028-02-25,True
123119,康泰转2,124.502,-0.39,174.762,50.26,82.8553,15.69,110.4708,AA,20.0,0.8761122518822724,110.4708,115.99434000000001,True,纯债价值回退,2027-07-15,True
113067,燃23转债,129.123,-0.26,175.653,46.53,88.1215,7.24,104.9975,AAA,30.0,2.9103353867214237,108.8,114.24,True,条款解析,2029-07-27,True
127046,百润转债,128.828,0.06,176.71800000000002,47.89,87.1126,20.33,109.9051,AA,11.28,1.0841889117043122,110.0,115.5,True,条款解析,2027-09-29,True
110093,神马转债,125.72,0.21,178.25,52.53,82.4257,8.08,105.6528,AAA,30.0,2.546201232032854,108.8,114.24,True,条款解析,2029-03-16,True
127054,双箭转债,126.2,-0.18,183.05,56.85,80.4598,6.96,111.1609,AA,5.1364,1.4537987679671458,112.0,117.60000000000001,True,条款解析,2028-02-11,True
110095,双良转债,118.057,-0.35,184.247,66.19,71.0356,6.18,106.3486,AA-,26.0,2.943189596167009,111.8,117.39,True,条款解析,2029-08-08,True
127108,太能转债,125.444,0.17,185.94400000000002,60.5,78.1588,5.54,107.9243,AA+,29.5,4.577686516084873,107.9243,113.320515,True,纯债价值回退,2031-03-28,True
110100,龙建转债,122.775,-0.05,189.995,67.22,73.4205,4.59,102.4201,AA,10.0,5.3990417522245036,113.4,119.07000000000001,True,条款解析,2032-01-22,True
113652,伟22转债,127.45,-0.88,190.58,63.13,78.1283,19.02,108.3726,AA,14.77,1.8973305954825461,110.0,115.5,True,条款解析,2028-07-22,True
123216,科顺转债,124.422,-0.29,191.242,66.82,74.584,6.61,111.0718,AA-,21.98,2.9322381930184807,116.8,122.64,True,条款解析,2029-08-04,True
127102,浙建转债,122.821,0.51,191.841,69.02,72.6647,10.17,105.8511,AA+,10.0,3.323750855578371,111.3,116.865,True,条款解析,2029-12-25,True
110086,精工转债,124.281,-0.5,193.32100000000003,69.04,73.523,4.57,110.7906,AA,20.0,1.648186173853525,110.7906,116.33013,True,纯债价值回退,2028-04-22,True
113674,华设转债,129.67,0.19,198.44,68.77,76.8345,6.95,109.8195,AA,4.0,2.8939082819986313,113.8,119.49000000000001,True,条款解析,2029-07-21,True
127069,小熊转债,129.969,-0.11,202.379,72.41,75.3832,43.71,113.1263,AA-,5.36,1.9548254620123204,113.1263,118.782615,True,纯债价值回退,2028-08-12,True
113682,益丰转债,127.919,-0.61,203.699,75.78,72.7735,31.44,107.6056,AA,17.97432,3.512662559890486,113.3,118.965,True,条款解析,2030-03-04,True
113647,禾丰转债,119.606,-0.04,204.416,84.81,64.7175,10.09,110.7906,AA,15.0,1.648186173853525,112.0,117.60000000000001,True,条款解析,2028-04-22,True
113627,太平转债,115.636,-0.39,204.786,89.15,61.1354,20.61,108.4981,AA,8.0,0.8761122518822724,110.0,115.5,True,条款解析,2027-07-15,True
111018,华康转债,126.396,0.49,207.436,81.04,69.8184,15.97,110.8753,AA-,13.03023,3.323750855578371,118.5,124.42500000000001,True,条款解析,2029-12-25,True
123168,惠云转债,129.797,-0.06,211.077,81.28,71.6015,10.74,113.5888,AA-,4.9,2.236824093086927,113.5888,119.26824,True,纯债价值回退,2028-11-23,True
113655,欧22转债,121.965,0.24,212.685,90.72,63.9501,51.29,110.2353,AA,20.0,1.9356605065023955,110.2353,115.747065,True,纯债价值回退,2028-08-05,True
113648,巨星转债,119.045,-0.33,213.585,94.54,61.1916,24.84,108.7556,AA-,10.0,1.6563997262149213,110.0,115.5,True,条款解析,2028-04-25,True
123193,海能转债,127.772,-0.48,215.292,87.52,68.1379,14.5,112.2468,AA-,6.0,2.622861054072553,117.0,122.85000000000001,True,条款解析,2029-04-13,True
113634,珀莱转债,125.401,-0.29,218.091,92.69,65.079,94.27,114.4398,AA,7.51713,1.2758384668035592,115.0,120.75,True,条款解析,2027-12-08,True
127068,顺博转债,125.289,-0.16,222.599,97.31,63.5,10.0,105.8985,AA-,8.3,1.9548254620123204,105.8985,111.193425,True,纯债价值回退,2028-08-12,True
123113,仙乐转债,115.39,-0.04,223.87,108.48,55.3487,31.69,111.7181,AA-,10.248929,0.6379192334017796,113.0,118.65,False,条款解析,2027-04-19,True
